subject,window,window_index,window_sec,noise,alpha,status,status_name,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,n_peaks,n_ibi,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
subject_22,window15,15,60,alpha_0.01,0.01,0,normal,Rest2,840.0,900.0,1.0,2093.78125,173.78125,86,85,1.0,74,0.7107263513513513,0.10162722869899933,0.16495446133726877,0.10162722869899933,0.0005196124315456578,0.0015616995102813557,0.3327224143472034
subject_22,window16,16,60,alpha_0.01,0.01,1,stress,Task2,900.0,960.0,1.0,2093.78125,173.78125,89,88,1.0,47,0.6559175531914894,0.08841710219466871,0.12864092836685748,0.08841710219466871,0.0007883291245996953,0.0009571628065905787,0.8236102773442793
subject_22,window17,17,60,alpha_0.01,0.01,1,stress,Task2,960.0,1020.0,1.0,2093.78125,173.78125,93,92,1.0,51,0.569546568627451,0.11217587283618084,0.16566921579611585,0.11217587283618084,0.002896279259645589,0.004193836954142846,0.6906036861505845
subject_22,window18,18,60,alpha_0.01,0.01,1,stress,Task2,1020.0,1080.0,1.0,2093.78125,173.78125,92,91,1.0,49,0.5513392857142857,0.09438560049940167,0.13393748420244114,0.09438560049940167,0.0006671746896649133,0.003423972855331162,0.19485396580353
subject_22,window19,19,60,alpha_0.01,0.01,1,stress,Task2,1080.0,1140.0,1.0,2093.78125,173.78125,87,86,1.0,51,0.6397058823529411,0.10132829163657187,0.15299739581117058,0.10132829163657187,0.0017128980533610487,0.0021087124891964915,0.8122956838054937
subject_22,window20,20,60,alpha_0.01,0.01,1,stress,Task2,1140.0,1200.0,1.0,2093.78125,173.78125,89,88,0.9886363636363636,46,0.6328125,0.10700806536420107,0.14692670484708428,0.10700806536420107,0.0015355140494432823,0.0024038967742747797,0.6387603934892438
subject_22,window21,21,60,alpha_0.01,0.01,0,normal,Rest3,1200.0,1260.0,1.0,2093.78125,173.78125,84,83,1.0,73,0.7131849315068494,0.11374789082341762,0.16872910107213607,0.11374789082341762,0.0012916072649622255,0.003561862772102601,0.36262128768082147
subject_22,window22,22,60,alpha_0.01,0.01,0,normal,Rest3,1260.0,1320.0,1.0,2093.78125,173.78125,84,83,1.0,73,0.738013698630137,0.10523031768923664,0.1604787995203295,0.10523031768923664,0.001018524137965764,0.0013939146011474695,0.730693356054464
subject_22,window23,23,60,alpha_0.01,0.01,1,stress,Task3,1320.0,1380.0,1.0,2093.78125,173.78125,88,87,1.0,59,0.6215572033898306,0.09610684192416584,0.12488208339131428,0.09610684192416584,0.0012357928343561322,0.0011678402407468865,1.0581865491856892
subject_22,window24,24,60,alpha_0.01,0.01,1,stress,Task3,1380.0,1440.0,1.0,2093.78125,173.78125,98,97,0.9896907216494846,57,0.5430372807017544,0.09704024803933284,0.13905058636768286,0.09704024803933284,0.0024446059302692833,0.0025709175526349858,0.950869049753757
subject_22,window25,25,60,alpha_0.01,0.01,1,stress,Task3,1440.0,1500.0,1.0,2093.78125,173.78125,87,86,1.0,63,0.658234126984127,0.09544970703697414,0.13959919314889532,0.09544970703697414,0.001040043114230438,0.0026186831064135014,0.39716264701262816
subject_22,window26,26,60,alpha_0.01,0.01,0,normal,Rest4,1500.0,1560.0,1.0,2093.78125,173.78125,82,81,1.0,72,0.7424045138888888,0.1174474274621289,0.18528622699891364,0.1174474274621289,0.00145963229729801,0.002605872691431519,0.5601318522188321
subject_22,window27,27,60,alpha_0.01,0.01,0,normal,Rest4,1560.0,1620.0,1.0,2093.78125,173.78125,84,83,1.0,72,0.7332899305555556,0.09824739099763616,0.12792302011641307,0.09824739099763616,0.0026926272965994906,0.001502604181339479,1.7919737812782999
subject_22,window28,28,60,alpha_0.01,0.01,1,stress,Task4,1620.0,1680.0,1.0,2093.78125,173.78125,86,85,1.0,71,0.695862676056338,0.11576917477789246,0.1719358658462094,0.11576917477789246,0.001449317128897685,0.002701247968615365,0.5365361291287122
subject_22,window29,29,60,alpha_0.01,0.01,1,stress,Task4,1680.0,1740.0,1.0,2093.78125,173.78125,86,85,1.0,70,0.6549107142857142,0.09189924884772187,0.13413464348005605,0.09189924884772187,0.0021865798888431255,0.0012718045309919853,1.7192735483790356
subject_22,window30,30,60,alpha_0.01,0.01,0,normal,Rest5,1793.78125,1853.78125,1.0,2093.78125,173.78125,81,80,1.0,72,0.7615017361111112,0.11100573311070133,0.15404473710558753,0.11100573311070133,0.0007003867050526906,0.0029629037019291197,0.23638524080167547
subject_22,window31,31,60,alpha_0.01,0.01,0,normal,Rest5,1853.78125,1913.78125,1.0,2093.78125,173.78125,83,82,1.0,62,0.7064012096774194,0.10076013300794424,0.13550858586917028,0.10076013300794424,0.002708343644649884,0.0015941679284860778,1.69890737120894
subject_22,window32,32,60,alpha_0.01,0.01,1,stress,Task5,1913.78125,1973.78125,1.0,2093.78125,173.78125,91,90,1.0,58,0.6732219827586207,0.09443377093068643,0.12491430724981728,0.09443377093068643,0.0013137998897513777,0.002605342853171394,0.5042714006535203
subject_22,window33,33,60,alpha_0.01,0.01,0,normal,Rest6,1973.78125,2033.78125,1.0,2093.78125,173.78125,85,84,1.0,70,0.6877232142857143,0.11434782247922255,0.16515605611474504,0.11434782247922255,0.0015360763182034184,0.004999227182639662,0.30726275523897045
subject_22,window34,34,60,alpha_0.01,0.01,0,normal,Rest6,2033.78125,2093.78125,1.0,2093.78125,173.78125,77,76,0.9736842105263158,44,0.7162642045454546,0.11720848210920798,0.16335586332114116,0.11720848210920798,0.004955592441276921,0.0027337285807608534,1.8127594949084802
subject_24,window1,1,60,alpha_0.01,0.01,0,normal,Rest1,0.0,60.0,1.0,2083.8125,163.8125,85,84,0.9880952380952381,75,0.683125,0.07783529619223745,0.10609836158528123,0.07783529619223745,0.0008508132871367395,0.0019409595404027888,0.43834674006660557
subject_24,window2,2,60,alpha_0.01,0.01,0,normal,Rest1,60.0,120.0,1.0,2083.8125,163.8125,84,83,1.0,80,0.7078125,0.06300576610517486,0.0705154858317562,0.06300576610517486,0.0011351119428554717,0.001489132848448969,0.7622637188063955
subject_24,window3,3,60,alpha_0.01,0.01,0,normal,Rest1,120.0,180.0,1.0,2083.8125,163.8125,89,88,1.0,80,0.67890625,0.0805824439529945,0.12298112537851932,0.0805824439529945,0.000563902563326967,0.0021487532111823847,0.26243244705457397
subject_24,window4,4,60,alpha_0.01,0.01,1,stress,Task1,180.0,240.0,1.0,2083.8125,163.8125,101,100,1.0,64,0.571533203125,0.0937420523771515,0.13710881855300192,0.0937420523771515,0.0006137300191845214,0.0018778885527636828,0.32681919184250674
subject_24,window5,5,60,alpha_0.01,0.01,1,stress,Task1,240.0,300.0,1.0,2083.8125,163.8125,90,89,1.0,58,0.6546336206896551,0.10257041542106198,0.15705658045022913,0.10257041542106198,0.0019531327708123165,0.0035991255704245673,0.5426686934354217
subject_24,window6,6,60,alpha_0.01,0.01,1,stress,Task1,300.0,360.0,1.0,2083.8125,163.8125,93,92,1.0,53,0.5905070754716981,0.08756938426634481,0.12282130767008004,0.08756938426634481,0.002308527894475366,0.0014797673223562984,1.5600614093838725
subject_24,window7,7,60,alpha_0.01,0.01,1,stress,Task1,360.0,420.0,1.0,2083.8125,163.8125,96,95,1.0,65,0.5634615384615385,0.08579542114787263,0.12217573572682354,0.08579542114787263,0.0006344085539716094,0.0015405090549474938,0.4118174780824202
subject_24,window8,8,60,alpha_0.01,0.01,1,stress,Task1,420.0,480.0,1.0,2083.8125,163.8125,100,99,1.0,62,0.5521673387096774,0.0893605981616318,0.1261949796924987,0.0893605981616318,0.001008255341538518,0.002013496622747618,0.5007484642127944
subject_24,window9,9,60,alpha_0.01,0.01,1,stress,Task1,480.0,540.0,1.0,2083.8125,163.8125,96,95,1.0,64,0.579345703125,0.08661419863604922,0.1413944995885232,0.08661419863604922,0.0016752056715223307,0.0005909452497232806,2.8347899781016466
subject_24,window10,10,60,alpha_0.01,0.01,1,stress,Task1,540.0,600.0,1.0,2083.8125,163.8125,90,89,1.0,70,0.6256696428571429,0.09805714905211955,0.15472535128320164,0.09805714905211955,0.0015046599275252248,0.0031956935962217875,0.4708398606500191
subject_24,window11,11,60,alpha_0.01,0.01,1,stress,Task1,600.0,660.0,1.0,2083.8125,163.8125,94,93,1.0,64,0.629638671875,0.09911718501760534,0.1333257763855494,0.09911718501760534,0.0007875329692489942,0.0029527551043951627,0.2667112379474867
subject_24,window12,12,60,alpha_0.01,0.01,1,stress,Task1,660.0,720.0,1.0,2083.8125,163.8125,91,90,1.0,64,0.629150390625,0.09489221933785212,0.13217268271301583,0.09489221933785212,0.002368882271338461,0.0021490570310390028,1.1022891608386862
subject_24,window13,13,60,alpha_0.01,0.01,1,stress,Task1,720.0,780.0,1.0,2083.8125,163.8125,89,88,1.0,72,0.6888020833333334,0.0658679159892799,0.08135911551766588,0.0658679159892799,0.0004629541432555891,0.0011756433201088922,0.3937879247361425
subject_24,window14,14,60,alpha_0.01,0.01,0,normal,Rest2,780.0,840.0,1.0,2083.8125,163.8125,89,88,1.0,69,0.6573822463768116,0.09811396684961975,0.14324309201468136,0.09811396684961975,0.001196337665904983,0.002598603260712241,0.4603771895433871
subject_24,window15,15,60,alpha_0.01,0.01,0,normal,Rest2,840.0,900.0,1.0,2083.8125,163.8125,81,80,1.0,80,0.7404296875,0.06281627738564141,0.06304156191339974,0.06281627738564141,0.0015489518587127448,0.0005156597183507176,3.003825591936678
subject_24,window16,16,60,alpha_0.01,0.01,1,stress,Task2,900.0,960.0,1.0,2083.8125,163.8125,93,92,1.0,62,0.6030745967741935,0.0828443371840613,0.11176401446028453,0.0828443371840613,0.0014134753641404556,0.0010830311090872379,1.3051105848027866
subject_24,window17,17,60,alpha_0.01,0.01,1,stress,Task2,960.0,1020.0,1.0,2083.8125,163.8125,94,93,1.0,59,0.5815677966101694,0.0993252109097369,0.15302435555948782,0.0993252109097369,0.0013626866187704209,0.00208750815310879,0.6527814594357682
subject_24,window18,18,60,alpha_0.01,0.01,1,stress,Task2,1020.0,1080.0,1.0,2083.8125,163.8125,95,94,1.0,59,0.6022245762711864,0.0891956072077512,0.13357886146618952,0.0891956072077512,0.0009535278290260027,0.0011858009436850883,0.8041213275330551
subject_24,window19,19,60,alpha_0.01,0.01,1,stress,Task2,1080.0,1140.0,1.0,2083.8125,163.8125,89,88,1.0,59,0.6220868644067796,0.09854755652664071,0.16201643900734483,0.09854755652664071,0.0013380280333344003,0.0023817937726065,0.5617732520436218
subject_24,window20,20,60,alpha_0.01,0.01,1,stress,Task2,1140.0,1200.0,1.0,2083.8125,163.8125,87,86,0.9883720930232558,53,0.6005306603773585,0.11745780280448909,0.16239421945383165,0.11745780280448909,0.004241673766907799,0.003967114039127462,1.0692089325066958
subject_24,window21,21,60,alpha_0.01,0.01,0,normal,Rest3,1200.0,1260.0,1.0,2083.8125,163.8125,97,96,1.0,69,0.6071105072463768,0.07271948765058091,0.09255519269523964,0.07271948765058091,0.0009721883098213172,0.0008942692006018673,1.087131603287923
subject_24,window22,22,60,alpha_0.01,0.01,0,normal,Rest3,1260.0,1320.0,1.0,2083.8125,163.8125,90,89,1.0,84,0.6506696428571429,0.08181902312852299,0.08221593345486884,0.08181902312852299,0.0013859614659354534,0.0010216124192591824,1.3566411682235393
subject_24,window23,23,60,alpha_0.01,0.01,1,stress,Task3,1320.0,1380.0,1.0,2083.8125,163.8125,95,94,1.0,73,0.565068493150685,0.08663086950873225,0.11481983169296148,0.08663086950873225,0.0012372038880789984,0.001443529272424924,0.8570687908535943
subject_24,window24,24,60,alpha_0.01,0.01,1,stress,Task3,1380.0,1440.0,1.0,2083.8125,163.8125,96,95,1.0,57,0.5696271929824561,0.09873749779626796,0.1385952221495336,0.09873749779626796,0.0008922164613928423,0.003625269952455154,0.24611035125497438
subject_24,window25,25,60,alpha_0.01,0.01,1,stress,Task3,1440.0,1500.0,1.0,2083.8125,163.8125,89,88,1.0,62,0.6096270161290323,0.09377066033619919,0.13344008544544822,0.09377066033619919,0.0015286694872367512,0.0017584286115909164,0.8693383838049056
subject_24,window26,26,60,alpha_0.01,0.01,0,normal,Rest4,1500.0,1560.0,1.0,2083.8125,163.8125,90,89,1.0,66,0.6498579545454546,0.08686769613499006,0.11844279595425607,0.08686769613499006,0.0020271046434912525,0.0017857655894559586,1.1351459875026593
subject_24,window27,27,60,alpha_0.01,0.01,0,normal,Rest4,1560.0,1620.0,1.0,2083.8125,163.8125,93,92,1.0,76,0.6358963815789473,0.08047532615734286,0.11691287265167453,0.08047532615734286,0.0017600849976947466,0.001715556107736703,1.0259559508180642
subject_24,window28,28,60,alpha_0.01,0.01,1,stress,Task4,1620.0,1680.0,1.0,2083.8125,163.8125,104,103,1.0,87,0.5405890804597702,0.07718397959082109,0.10442222768728131,0.07718397959082109,0.0009604161231233263,0.0014441070358982998,0.6650588212984532
subject_24,window29,29,60,alpha_0.01,0.01,1,stress,Task4,1680.0,1740.0,1.0,2083.8125,163.8125,96,95,1.0,74,0.5783361486486487,0.07848284781431845,0.10602123337506437,0.07848284781431845,0.0022528345993851596,0.0011385612953789346,1.9786678227414836
subject_24,window30,30,60,alpha_0.01,0.01,0,normal,Rest5,1783.8125,1843.8125,1.0,2083.8125,163.8125,87,86,1.0,78,0.6754807692307693,0.07763964124722647,0.10236709886577233,0.07763964124722647,0.0005901323415256415,0.0007983557736596597,0.7391846605185519
subject_24,window31,31,60,alpha_0.01,0.01,0,normal,Rest5,1843.8125,1903.8125,1.0,2083.8125,163.8125,92,91,1.0,76,0.655016447368421,0.07132238746121923,0.08307250848907036,0.07132238746121923,0.0011456737162291492,0.0010972527410162318,1.0441292816166234
subject_24,window32,32,60,alpha_0.01,0.01,1,stress,Task5,1903.8125,1963.8125,1.0,2083.8125,163.8125,86,85,0.9882352941176471,57,0.6578947368421053,0.11349478741574338,0.17629513179127657,0.11349478741574338,0.0017895527969120774,0.0015703951515190849,1.1395557323142493
subject_24,window33,33,60,alpha_0.01,0.01,0,normal,Rest6,1963.8125,2023.8125,1.0,2083.8125,163.8125,89,88,1.0,66,0.6588541666666666,0.08633831003666549,0.1263597913697233,0.08633831003666549,0.0021894976234887124,0.0014374203312187961,1.5232132007150796
subject_24,window34,34,60,alpha_0.01,0.01,0,normal,Rest6,2023.8125,2083.8125,1.0,2083.8125,163.8125,88,87,1.0,68,0.6475183823529411,0.0842873980551816,0.12039681940622156,0.0842873980551816,0.0016418929986977981,0.0012619677402078292,1.3010578213571453
subject_25,window1,1,60,alpha_0.01,0.01,0,normal,Rest1,0.0,60.0,1.0,2500.609375,580.609375,62,61,0.9836065573770492,59,0.9486228813559322,0.08328066853638531,0.13327916239724177,0.08328066853638531,0.0004541586698560496,0.0009540704582572707,0.4760221490199239
subject_25,window2,2,60,alpha_0.01,0.01,0,normal,Rest1,60.0,120.0,1.0,2500.609375,580.609375,68,67,1.0,67,0.8892257462686567,0.10092749040939542,0.1457783649110401,0.10092749040939542,0.0025184476982995805,0.0013238224386933808,1.9024059607157744
subject_25,window3,3,60,alpha_0.01,0.01,0,normal,Rest1,120.0,180.0,1.0,2500.609375,580.609375,71,70,1.0,65,0.833173076923077,0.1300109697522373,0.17297014382342657,0.1300109697522373,0.0009453727900385594,0.0036678973727997132,0.2577424322308545
subject_25,window4,4,60,alpha_0.01,0.01,1,stress,Task1,180.0,240.0,1.0,2500.609375,580.609375,81,80,0.9625,54,0.7560763888888888,0.11396680198237338,0.15800896723418925,0.11396680198237338,0.0018911230614460375,0.0014849668351539975,1.2735119846968972
subject_25,window5,5,60,alpha_0.01,0.01,1,stress,Task1,240.0,300.0,1.0,2500.609375,580.609375,76,75,0.9333333333333333,38,0.6657072368421053,0.11103877151637151,0.14832076668855607,0.11103877151637151,0.0013455195074171976,0.0011414050386605334,1.1788273766481683
subject_25,window6,6,60,alpha_0.01,0.01,1,stress,Task1,300.0,360.0,1.0,2500.609375,580.609375,87,86,0.9883720930232558,45,0.5840277777777778,0.10068606286955926,0.13658170891531293,0.10068606286955926,0.0051005707478570675,0.0009292836692501139,5.48871234547033
subject_25,window7,7,60,alpha_0.01,0.01,1,stress,Task1,360.0,420.0,1.0,2500.609375,580.609375,82,81,0.9629629629629629,49,0.6973852040816326,0.1158004166789549,0.12761745253964418,0.1158004166789549,0.003201112938549666,0.002201259609107661,1.454218723364175
subject_25,window8,8,60,alpha_0.01,0.01,1,stress,Task1,420.0,480.0,1.0,2500.609375,580.609375,90,89,1.0,54,0.6166087962962963,0.12397266501253554,0.17635927630726614,0.12397266501253554,0.004019365225790096,0.0031088115115856874,1.2928944745640014
subject_25,window9,9,60,alpha_0.01,0.01,1,stress,Task1,480.0,540.0,1.0,2500.609375,580.609375,83,82,0.9878048780487805,30,0.6302083333333334,0.09583899439801224,0.1443764461041176,0.09583899439801224,0.002912632065243462,0.0011238557072681913,2.5916423669043187
subject_25,window10,10,60,alpha_0.01,0.01,1,stress,Task1,540.0,600.0,1.0,2500.609375,580.609375,84,83,0.9759036144578314,49,0.6674107142857143,0.11280606043297568,0.15487677813749226,0.11280606043297568,0.0028794000775493175,0.002908168461424469,0.9901077312897272
subject_25,window11,11,60,alpha_0.01,0.01,1,stress,Task1,600.0,660.0,1.0,2500.609375,580.609375,80,79,0.9620253164556962,47,0.7027925531914894,0.10230723076020405,0.1550736971974938,0.10230723076020405,0.0017872971790376746,0.001988011805668437,0.899037507695647
subject_25,window12,12,60,alpha_0.01,0.01,1,stress,Task1,660.0,720.0,1.0,2500.609375,580.609375,77,76,0.9868421052631579,47,0.7277260638297872,0.10104304972537416,0.13836115583116088,0.10104304972537416,0.003207387205197623,0.0015122464418906658,2.120942140348256
subject_25,window13,13,60,alpha_0.01,0.01,1,stress,Task1,720.0,780.0,1.0,2500.609375,580.609375,86,85,0.9882352941176471,45,0.6416666666666667,0.10429159175653188,0.12783104444263707,0.10429159175653188,0.0022668311182333974,0.0016476479925175065,1.3757981853695682
subject_25,window14,14,60,alpha_0.01,0.01,0,normal,Rest2,780.0,840.0,1.0,2500.609375,580.609375,80,79,0.9873417721518988,47,0.7220744680851063,0.10723767368155633,0.13500232737526835,0.10723767368155633,0.0011659667570200814,0.002299127283406738,0.5071344963956963
subject_25,window15,15,60,alpha_0.01,0.01,0,normal,Rest2,840.0,900.0,1.0,2500.609375,580.609375,80,79,1.0,60,0.7953125,0.10603915967894438,0.13700314700084665,0.10603915967894438,0.0010861975944858973,0.0007281398527402619,1.4917430908336229
subject_25,window16,16,60,alpha_0.01,0.01,1,stress,Task2,900.0,960.0,1.0,2500.609375,580.609375,83,82,0.9878048780487805,46,0.7323369565217391,0.1343563836183384,0.1631630436693446,0.1343563836183384,0.0046848831036494214,0.004459718339160374,1.0504885616905213
subject_25,window17,17,60,alpha_0.01,0.01,1,stress,Task2,960.0,1020.0,1.0,2500.609375,580.609375,83,82,0.975609756097561,53,0.6541863207547169,0.10863707165982357,0.14930477911744047,0.10863707165982357,0.003352287749703701,0.0028894315326755456,1.1601893700521644
subject_25,window18,18,60,alpha_0.01,0.01,1,stress,Task2,1020.0,1080.0,1.0,2500.609375,580.609375,84,83,0.9879518072289156,46,0.6440217391304348,0.11205532984150496,0.1710206036564016,0.11205532984150496,0.0009863671968365856,0.004260230930793994,0.23152904451889722
subject_25,window19,19,60,alpha_0.01,0.01,1,stress,Task2,1080.0,1140.0,1.0,2500.609375,580.609375,85,84,1.0,46,0.6898777173913043,0.11342311634503846,0.15372967345311053,0.11342311634503846,0.0030925536840570203,0.0028329963263951908,1.0916193767155709
subject_25,window20,20,60,alpha_0.01,0.01,1,stress,Task2,1140.0,1200.0,1.0,2500.609375,580.609375,91,90,0.9888888888888889,52,0.5534855769230769,0.09745031911605526,0.14541146087372678,0.09745031911605526,0.001657344289328215,0.0010907186385969402,1.5194975410525313
subject_25,window21,21,60,alpha_0.01,0.01,0,normal,Rest3,1200.0,1260.0,1.0,2500.609375,580.609375,86,85,1.0,55,0.7102272727272727,0.13150064615056659,0.15235302381554736,0.13150064615056659,0.0025719010695653653,0.002986433769858282,0.86119474522531
subject_25,window22,22,60,alpha_0.01,0.01,0,normal,Rest3,1260.0,1320.0,1.0,2500.609375,580.609375,70,69,1.0,59,0.8379237288135594,0.08156607691341482,0.11423176210729628,0.08156607691341482,0.0028822494446798545,0.0019626956297668446,1.4685157499546921
subject_25,window23,23,60,alpha_0.01,0.01,1,stress,Task3,1320.0,1380.0,1.0,2500.609375,580.609375,77,76,1.0,59,0.7958156779661016,0.10283747502263893,0.14402615902244503,0.10283747502263893,0.0016811708526334702,0.0027431059404169136,0.6128712813687232
subject_25,window24,24,60,alpha_0.01,0.01,1,stress,Task3,1380.0,1440.0,1.0,2500.609375,580.609375,85,84,0.9761904761904762,51,0.5998774509803921,0.10036308316373083,0.14286411813328076,0.10036308316373083,0.0018306103411551648,0.0017936363112667994,1.0206140061149027
subject_25,window25,25,60,alpha_0.01,0.01,1,stress,Task3,1440.0,1500.0,1.0,2500.609375,580.609375,93,92,1.0,51,0.6565563725490197,0.10338972799073638,0.1377483552533387,0.10338972799073638,0.004409953795600031,0.0021082650735750686,2.091745412317578
subject_25,window26,26,60,alpha_0.01,0.01,0,normal,Rest4,1500.0,1560.0,1.0,2500.609375,580.609375,75,74,1.0,62,0.805695564516129,0.10532616062201675,0.1403258429980549,0.10532616062201675,0.0020054474268512666,0.0023598190137850243,0.8498310315902725
subject_25,window27,27,60,alpha_0.01,0.01,0,normal,Rest4,1560.0,1620.0,1.0,2500.609375,580.609375,73,72,1.0,70,0.8390625,0.10175462596978085,0.12977736649767735,0.10175462596978085,0.0004075699776668712,0.003189776776047096,0.12777382440283136
subject_25,window28,28,60,alpha_0.01,0.01,1,stress,Task4,1620.0,1680.0,1.0,2500.609375,580.609375,75,74,1.0,64,0.835205078125,0.08611175902611688,0.12719732884880028,0.08611175902611688,0.0008045400173250775,0.0018941688108061476,0.4247456788092028
subject_25,window29,29,60,alpha_0.01,0.01,1,stress,Task4,1680.0,1740.0,1.0,2500.609375,580.609375,76,75,1.0,75,0.7891666666666667,0.09292600849899642,0.11376621784446882,0.09292600849899642,0.0009230956685857214,0.0010190342620487666,0.9058534172637523
subject_25,window30,30,60,alpha_0.01,0.01,1,stress,Task4,1740.0,1800.0,1.0,2500.609375,580.609375,71,70,1.0,70,0.8426339285714286,0.07156968482780988,0.09978322291892038,0.07156968482780988,0.0010704522228545837,0.0010730339608171666,0.9975939829894882
subject_25,window31,31,60,alpha_0.01,0.01,1,stress,Task4,1800.0,1860.0,1.0,2500.609375,580.609375,75,74,1.0,71,0.7981954225352113,0.08923034741511134,0.10286764424318687,0.08923034741511134,0.002345355665433701,0.0020278086271994533,1.1565961570411123
subject_25,window32,32,60,alpha_0.01,0.01,1,stress,Task4,1860.0,1920.0,1.0,2500.609375,580.609375,80,79,1.0,77,0.760551948051948,0.08743045555121741,0.12972910714938385,0.08743045555121741,0.000942371171552485,0.001153974044665265,0.8166311676670682
subject_25,window33,33,60,alpha_0.01,0.01,1,stress,Task4,1920.0,1980.0,1.0,2500.609375,580.609375,81,80,1.0,73,0.7384417808219178,0.09742467911290922,0.14153831501772074,0.09742467911290922,0.0018998049721756422,0.0019334915146179896,0.9825773518075134
subject_25,window34,34,60,alpha_0.01,0.01,1,stress,Task4,1980.0,2040.0,1.0,2500.609375,580.609375,80,79,1.0,75,0.7566666666666667,0.09809956322815895,0.13928130561778415,0.09809956322815895,0.0011104445613929325,0.001513577218813175,0.7336557049026237
subject_25,window35,35,60,alpha_0.01,0.01,1,stress,Task4,2040.0,2100.0,1.0,2500.609375,580.609375,79,78,1.0,74,0.7559121621621622,0.09345755000403919,0.11976684773667888,0.09345755000403919,0.0026130038692745512,0.0015369057747006227,1.7001718077242205
subject_25,window36,36,60,alpha_0.01,0.01,1,stress,Task4,2100.0,2160.0,1.0,2500.609375,580.609375,78,77,1.0,74,0.7641469594594594,0.08790810801787365,0.1256537910850329,0.08790810801787365,0.0007393878490975916,0.0008881051816509767,0.8325453610382935
subject_25,window37,37,60,alpha_0.01,0.01,0,normal,Rest5,2200.609375,2260.609375,1.0,2500.609375,580.609375,74,73,1.0,64,0.8115234375,0.1090912544360619,0.1574482821676365,0.1090912544360619,0.0029162083438912714,0.0016591472414679285,1.7576549392392442
subject_25,window38,38,60,alpha_0.01,0.01,0,normal,Rest5,2260.609375,2320.609375,1.0,2500.609375,580.609375,74,73,1.0,63,0.8174603174603174,0.10988138857990658,0.16748894101672274,0.10988138857990658,0.0008555927985919512,0.002169095382321853,0.3944468304921214
subject_25,window39,39,60,alpha_0.01,0.01,1,stress,Task5,2320.609375,2380.609375,1.0,2500.609375,580.609375,77,76,1.0,68,0.7853860294117647,0.1071403026669141,0.14437122418658896,0.1071403026669141,0.003272003061339409,0.003603340949079018,0.9080470340103964
subject_25,window40,40,60,alpha_0.01,0.01,0,normal,Rest6,2380.609375,2440.609375,1.0,2500.609375,580.609375,71,70,1.0,67,0.8568097014925373,0.11487050292914398,0.17236929611280613,0.11487050292914398,0.0008784256877379903,0.00521159739792796,0.16855210037660182
subject_25,window41,41,60,alpha_0.01,0.01,0,normal,Rest6,2440.609375,2500.609375,1.0,2500.609375,580.609375,77,76,1.0,75,0.78,0.09937172426466864,0.1156215759171599,0.09937172426466864,0.0014814076262374542,0.0012355041222441106,1.1990309053333599
subject_26,window1,1,60,alpha_0.01,0.01,0,normal,Rest1,0.0,60.0,1.0,2655.46875,735.46875,27,26,0.3076923076923077,7,0.8214285714285714,0.12496013394891434,0.20904825250405706,0.12496013394891434,0.00044213569162866907,2.618243380845371e-05,16.88673004439769
subject_26,window2,2,60,alpha_0.01,0.01,0,normal,Rest1,60.0,120.0,1.0,2655.46875,735.46875,111,110,1.0,74,0.5694679054054054,0.09604942918428087,0.11500900333279451,0.09604942918428087,0.0031524451227044475,0.0019035380904489762,1.6560977363793645
subject_26,window3,3,60,alpha_0.01,0.01,0,normal,Rest1,120.0,180.0,1.0,2655.46875,735.46875,92,91,1.0,77,0.650974025974026,0.06555105555055184,0.09728135276297682,0.06555105555055184,0.0007270076293941974,0.0014466335203636572,0.5025513505393134
subject_26,window4,4,60,alpha_0.01,0.01,1,stress,Task1,180.0,240.0,1.0,2655.46875,735.46875,98,97,1.0,70,0.6236607142857142,0.08169276923888899,0.10597390598633231,0.08169276923888899,0.001377001503610961,0.002062429023330611,0.6676600687994804
subject_26,window5,5,60,alpha_0.01,0.01,1,stress,Task1,240.0,300.0,1.0,2655.46875,735.46875,58,57,0.8947368421052632,30,0.696875,0.09845816582014244,0.1622241524759853,0.09845816582014244,0.0029144522172105205,0.0017062526575791043,1.7081012031041494
subject_26,window6,6,60,alpha_0.01,0.01,1,stress,Task1,300.0,360.0,1.0,2655.46875,735.46875,77,76,0.9473684210526315,46,0.6756114130434783,0.08676325010113443,0.1183105905375057,0.08676325010113443,0.0037785943824582306,0.0009761893520456177,3.8707596784785
subject_26,window7,7,60,alpha_0.01,0.01,1,stress,Task1,360.0,420.0,1.0,2655.46875,735.46875,88,87,1.0,61,0.6383196721311475,0.08081120011376473,0.1258273401580515,0.08081120011376473,0.0019942213706219177,0.0021294630862818773,0.9364902277333689
subject_26,window8,8,60,alpha_0.01,0.01,1,stress,Task1,420.0,480.0,1.0,2655.46875,735.46875,90,89,1.0,60,0.6369791666666667,0.08593118663678254,0.11362432524831817,0.08593118663678254,0.000977531038106864,0.0008729048864575732,1.1198597387555993
subject_26,window9,9,60,alpha_0.01,0.01,1,stress,Task1,480.0,540.0,1.0,2655.46875,735.46875,86,85,1.0,56,0.6236049107142857,0.08039540182353111,0.118210496957373,0.08039540182353111,0.0014189671886933471,0.0006726187487547665,2.1096158727664247
