subject,window,window_index,status,status_name,label_major,t_start_sec,t_end_sec,major_ratio,bvp_missing_ratio,acc_missing_ratio,missing_flag,flatline_flag,clipping_ratio,clipping_flag,n_peaks,peak_sparse_flag,ibi_pass_ratio,valid_beat_ratio,ibi_plausibility,ibi_mean_sec,median_template_corr,notch_foot_peak_detectability,acc_diff_mean,acc_diff_exceed_ratio,acc_diff_flag,psd_corr_x,psd_corr_y,psd_corr_z,psd_corr_mag,psd_corr_max,psd_corr_flag,motion_score_raw,motion_score,SQI_stress_basic,SQI_stress_morph,hard_reject,motion_threshold_subject_p80,qc_relaxed_pass,TPV22,TPV9,TPV4,TPV2,TPV0,TPV28,TPV8,TPV19,TPV14,TPV26,TPV11,acc_diff_threshold_subject,acc_diff_flag_subject
S14,window32,32,2,meditation,4,5100.0,5160.0,1.0,0.0,0.0,0,0,0.02421875,0,77,0,1.0,0.9736842105263158,1.0,0.7791940789473685,0.9872535938634708,0.3580921590328216,0.216112419962883,0.5388223032829599,1,-0.505505055146965,-0.1807278277434886,-0.0802773357730339,-0.1775059795571473,-0.0802773357730339,0,0.2347220331430435,0.2347220331430435,0.8621775590552633,0.5937196682389243,1,1.0,0,901.0,0.0048985527828335,0.0052965846844017,0.0317133888602256,0.0264168046414852,0.0066323052160441,0.0026228195056319,0.0211340487003326,0.0172729659825563,5.995198726654053,159.7929229736328,4.21163730621338,0
S14,window33,33,2,meditation,4,5160.0,5220.0,1.0,0.0,0.0,0,0,0.0307291666666666,0,77,0,1.0,0.986842105263158,1.0,0.7831003289473685,0.989766662928104,0.3142226338386535,0.2196472585201263,0.4830640958832725,1,,-0.2497801460767625,-0.0917129192758918,-0.0904490055873693,-0.0904490055873693,0,0.1207550317049026,0.1207550317049026,0.8795913378132041,0.701294924065734,1,1.0,0,829.0,0.0053460281342267,0.0053755100816488,0.0315269380807876,0.0261514298617839,0.0067409784533083,0.0026329299435019,0.0206263251602649,0.0173115357756614,5.908552646636963,238.8608245849609,4.21163730621338,0
S14,window34,34,2,meditation,4,5220.0,5280.0,1.0,0.0,0.0,0,0,0.0283854166666666,0,79,0,1.0,0.9743589743589745,1.0,0.7624198717948718,0.9614911386156616,0.4389260411262512,0.131746307015419,0.3428869202709744,1,0.1157120075002254,0.0021269042919592,-0.024067790574277,-0.0531466874855259,0.1157120075002254,0,0.1057569235563278,0.1057569235563278,0.8676152389726552,0.7366550636868425,1,1.0,0,852.0,0.0051297913305461,0.0054079764522612,0.0329266376793384,0.0275186598300933,0.0066455653868615,0.0026419339701533,0.0214099586009979,0.0176242589950561,5.9683051109313965,255.7294158935547,4.21163730621338,0
S14,window35,35,2,meditation,4,5280.0,5340.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,77,0,1.0,0.9342105263157896,1.0,0.7843338815789473,0.9848613504180492,0.3541467189788818,0.1095199733972549,0.2954663887441375,1,0.5140246893565849,0.0692976836072697,0.4567865033549519,0.3338783954481997,0.5140246893565849,0,0.1231907606124877,0.1231907606124877,0.8568235395904817,0.6918244146314818,1,1.0,0,859.0,0.0053606494329869,0.006011608056724,0.035399105399847,0.0293874964118003,0.0075679738074541,0.0030255895107984,0.0222693923860788,0.0187775064259767,5.957366466522217,51.2391471862793,4.21163730621338,0
S15,window1,1,0,baseline,1,120.0,180.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,78,0,0.948051948051948,0.5844155844155844,0.948051948051948,0.7727272727272727,0.6443609766739722,0.9999999403953552,1.4727795124053955,0.6909848879624805,1,0.8567544041907745,0.7527867966661718,0.7848220815732436,0.8936962611330912,0.8936962611330912,0,2.0041983127593994,1.0,0.5166849163788151,-0.2239747057976031,1,1.0,0,934.0,0.0048866644501686,0.0072392718866467,0.0467806980013847,0.0395414233207702,0.0112439272925257,0.0015156040899455,0.0135865714401006,0.0111708957701921,5.4786057472229,139.2569122314453,3.283383512496949,0
S15,window2,2,0,baseline,1,180.0,240.0,1.0,0.0,0.0,0,0,0.0213541666666666,0,72,0,0.943661971830986,0.676056338028169,0.943661971830986,0.8378080985915493,0.8297474560719793,1.0,0.6466044187545776,0.5544554455445545,1,0.6542356397481432,0.8450318191176891,0.7719400321870418,0.7854514183521962,0.8450318191176891,0,1.062668800354004,1.0,0.6080791663990586,-0.1510138402073573,1,1.0,0,907.0,0.0045204814523458,0.0056912857107818,0.0399706810712814,0.0342793948948383,0.00857341196388,0.0013917125761508,0.0115181896835565,0.0096059879288077,5.618514537811279,59.908653259277344,3.283383512496949,0
S15,window3,3,0,baseline,1,240.0,300.0,1.0,0.0,0.0,0,0,0.02265625,0,75,0,0.9864864864864864,0.7567567567567568,0.9864864864864864,0.793285472972973,0.7795667263768018,0.9999999403953552,0.5959464311599731,0.5377800937988536,1,0.6566386813713615,0.7815558026432884,0.7344330608854794,0.4773807109304978,0.7815558026432884,0,1.2797324657440186,1.0,0.6338700179130405,-0.1307840089826364,1,1.0,0,906.0,0.0036572979297488,0.0061428193002939,0.0391551181674003,0.0330122970044612,0.0096579156816005,0.0012008212506771,0.0089550670236349,0.0075970599427819,5.423630237579346,133.452392578125,3.283383512496949,0
S15,window4,4,0,baseline,1,300.0,360.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,80,0,0.9873417721518988,0.810126582278481,0.9873417721518988,0.743868670886076,0.933921625170216,1.0,0.6516598463058472,0.5403856175091193,1,0.8026869495941591,0.5122415027448799,0.7454369827580704,0.778741555955688,0.8026869495941591,0,1.3606512546539309,1.0,0.701695474892837,-0.0760132645935218,1,1.0,0,864.0,0.0034029451198875,0.006878956221044,0.0473393015563488,0.0404603444039821,0.0110162021592259,0.0012596021406352,0.008801944553852,0.0073728789575397,5.303557872772217,61.73162841796875,3.283383512496949,0
S15,window6,6,0,baseline,1,420.0,480.0,1.0,0.0,0.0,0,0,0.0213541666666666,0,76,0,0.9866666666666668,0.68,0.9866666666666668,0.785625,0.8462413766823648,1.0,0.912328004837036,0.6039603960396039,1,0.7280695610864457,0.8444127664852272,0.5800044836326582,0.7032124859415549,0.8444127664852272,0,1.4803528785705566,1.0,0.6232057463380428,-0.1371063224960754,1,1.0,0,931.0,0.0037892665714025,0.0065936362370848,0.0424179621040821,0.0358243249356746,0.0101648643612861,0.0016845390200614,0.0113979969173669,0.0093609811738133,5.426802635192871,75.23804473876953,3.283383512496949,0
S15,window7,7,0,baseline,1,480.0,540.0,1.0,0.0,0.0,0,0,0.021875,0,83,0,1.0,0.8170731707317073,1.0,0.7164634146341463,0.9472977119356376,1.0,0.81214439868927,0.6498176133402814,1,0.8486936649810108,0.6711485725076416,0.7163638112417802,0.8885110290844911,0.8885110290844911,0,1.2179734706878662,1.0,0.7110185818733742,-0.0680536207965784,1,1.0,0,956.0,0.0058592418208718,0.0073755988851189,0.0483046397566795,0.0409290418028831,0.010744803585112,0.0022040246985852,0.0178844295442104,0.0153343314304947,5.755663871765137,45.61774444580078,3.283383512496949,0
S15,window8,8,0,baseline,1,540.0,600.0,1.0,0.0,0.0,0,0,0.021875,0,87,0,0.9883720930232558,0.5465116279069767,0.9883720930232558,0.6696947674418605,0.6406898373312024,0.8223779201507568,2.531039237976074,0.8843147472642001,1,0.7608496219603107,0.8231560987971714,0.7685072758943874,0.7468612755622961,0.8231560987971714,0,3.2867519855499268,1.0,0.5084860209668026,-0.272605153652766,1,1.0,0,968.0,0.0082318428903818,0.0076750968582928,0.0465803071856498,0.0389052107930183,0.0094525478780269,0.0036972388625144,0.031235821545124,0.0255287680774927,6.197997570037842,9.253012657165527,3.283383512496949,0
S15,window9,9,0,baseline,1,600.0,660.0,1.0,0.0,0.0,0,0,0.021875,0,79,0,0.9871794871794872,0.6666666666666666,0.9871794871794872,0.7612179487179487,0.761399681466651,0.948516845703125,0.9132108688354492,0.7378843147472642,1,0.7558810617775374,0.8647513637559365,0.6831281267398803,0.3694987228268582,0.8647513637559365,0,1.3750466108322144,1.0,0.5925224685425595,-0.1750849707716586,1,1.0,0,880.0,0.0047275349497795,0.0061787255108356,0.0435751006007194,0.0373963750898838,0.00884953700006,0.0019628955051302,0.0169343687593936,0.0140084167942404,5.6521196365356445,87.06106567382812,3.283383512496949,0
S15,window10,10,0,baseline,1,660.0,720.0,1.0,0.0,0.0,0,0,0.02265625,0,85,0,0.988095238095238,0.7976190476190477,0.988095238095238,0.7020089285714286,0.9227544510405632,1.0,0.5189645886421204,0.4596143824908806,1,0.648670998063693,0.8572690627769598,0.7069700545604509,0.6010941239756731,0.8572690627769598,0,0.6816501617431641,0.6816501617431641,0.7253279858045194,0.2359432129217387,1,1.0,0,917.0,0.0035084709525108,0.0059228190220892,0.0376600250601768,0.0317372046411037,0.0089680096134543,0.0016357894055545,0.0122864721342921,0.0102609852328896,5.5116777420043945,58.9031982421875,3.283383512496949,0
S15,window11,11,0,baseline,1,720.0,780.0,1.0,0.0,0.0,0,0,0.02109375,0,79,0,1.0,0.8205128205128205,1.0,0.766426282051282,0.6686438418483418,0.798509955406189,0.2889977693557739,0.4085461177696717,1,0.251866654342657,0.1206952951822777,0.1566476608961042,-0.1436964454039012,0.251866654342657,0,0.1933596283197403,0.1933596283197403,0.7094623179276567,0.6195826671477385,1,1.0,0,930.0,0.0064689801074564,0.0072979317046701,0.0430655442178249,0.0357676111161708,0.009064040146768,0.0036151674576103,0.0257560759782791,0.0213305354118347,6.090898513793945,34.98590469360352,3.283383512496949,0
S15,window12,12,0,baseline,1,780.0,840.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,82,0,1.0,0.7777777777777778,1.0,0.7361111111111112,0.939414249151734,1.0,0.2001968324184417,0.2636789994788953,1,0.6789101304115694,0.0360333210933054,0.5843256579508274,0.3329874265890909,0.6789101304115694,0,0.192740336060524,0.192740336060524,0.7736613522505789,0.7254465595607429,1,1.0,0,916.0,0.0063334917649626,0.006566708907485,0.0410571843385696,0.0344904735684394,0.0082179857417941,0.0030435682274401,0.0232554841786623,0.0184018928557634,6.063170433044434,53.71946716308594,3.283383512496949,0
S15,window13,13,0,baseline,1,840.0,900.0,1.0,0.0,0.0,0,0,0.0205729166666666,0,86,0,1.0,0.8470588235294118,1.0,0.6931985294117647,0.9601475757933072,1.0,0.6442184448242188,0.4674309536216779,1,0.7486304306578022,0.542766780339606,0.6521553049940894,0.8119371234087932,0.8119371234087932,0,0.8814440369606018,0.8814440369606018,0.7387233984536967,0.0627105040465485,1,1.0,0,900.0,0.0026957427617162,0.0065994407050311,0.0440219491720199,0.0374225117266178,0.0108043560758233,0.0012045137118548,0.0087107568979263,0.0072691412642598,5.143179893493652,73.61331939697266,3.283383512496949,0
S15,window14,14,0,baseline,1,900.0,960.0,1.0,0.0,0.0,0,0,0.0213541666666666,0,82,0,0.9876543209876544,0.8888888888888888,0.9876543209876544,0.7368827160493827,0.9784014064759672,1.0,0.4374650120735168,0.4544033350703491,1,0.7292847152942477,0.5527074360677798,0.6118966219086023,0.7533815057508685,0.7533815057508685,0,0.6076616048812866,0.6076616048812866,0.7858406812077479,0.3511362776019027,1,1.0,0,906.0,0.0035312003456056,0.0058468147180974,0.0375020503997802,0.0316552370786666,0.0089355008676648,0.0016006506048142,0.0124332346022129,0.0101059731096029,5.401215553283691,59.18413543701172,3.283383512496949,0
S15,window15,15,0,baseline,1,960.0,1020.0,1.0,0.0,0.0,0,0,0.02109375,0,83,0,0.9878048780487804,0.6951219512195121,0.9878048780487804,0.7124618902439024,0.7251190483799158,1.0,1.163009524345398,0.5414278269932257,1,0.8062304044071071,0.774926386685981,0.8337787174539606,0.7791057924410818,0.8337787174539606,0,1.915760517120361,1.0,0.5931454706115357,-0.1626226769294112,1,1.0,0,903.0,0.0047071110457181,0.0059414785355329,0.0414168573915958,0.035475380718708,0.0085040386766195,0.0019415384158492,0.0145914908498525,0.0116674751043319,5.712425231933594,58.83051681518555,3.283383512496949,0
S15,window16,16,0,baseline,1,1020.0,1080.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,81,0,1.0,0.675,1.0,0.7373046875,0.7168041530982021,0.8437407314777374,1.0009300708770752,0.6466909848879625,1,0.7834193698499587,0.7368760219495536,0.6465293954558491,0.8081865887593158,0.8081865887593158,0,1.687803864479065,1.0,0.5850412459294606,-0.2073637788560151,1,1.0,0,940.0,0.0045677535235881,0.0069138812832534,0.0467815957963466,0.0398677140474319,0.0102269537746906,0.0019417118746787,0.0150817576795816,0.012302191928029,5.637058734893799,131.1223602294922,3.283383512496949,0
S15,window17,17,0,baseline,1,1080.0,1140.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,82,0,0.9876543209876544,0.654320987654321,0.9876543209876544,0.7337962962962963,0.7138178164694299,1.0,1.428532361984253,0.7154768108389786,1,0.7988637698206515,0.8235552168528452,0.798978211320532,0.8055983044282246,0.8235552168528452,0,1.821926236152649,1.0,0.5734046042000882,-0.1777183853888153,1,1.0,0,894.0,0.0064952406100928,0.0074906283989548,0.0488808900117874,0.0413902588188648,0.0108208460733294,0.0020529951434582,0.0190288722515106,0.0157144609838724,5.730629920959473,90.95215606689452,3.283383512496949,0
S15,window18,18,0,baseline,1,1140.0,1200.0,1.0,0.0,0.0,0,0,0.021875,0,85,0,1.0,0.7142857142857143,1.0,0.7053571428571429,0.615267490512933,0.8846002519130707,0.7297468185424805,0.6258467952058364,1,0.8234212389864797,0.796606371598678,0.7766746508182859,0.6985527268053148,0.8234212389864797,0,1.1176701784133911,1.0,0.5702945328681657,-0.2107473501077847,1,1.0,0,902.0,0.0045679397881031,0.0067159282043576,0.0446278303861618,0.0379119031131267,0.0097809191793203,0.0019946810789406,0.0147192347794771,0.0118867522105574,5.655344486236572,69.438720703125,3.283383512496949,0
S15,window19,19,0,baseline,1,1200.0,1260.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,84,0,1.0,0.8433734939759037,1.0,0.7191265060240963,0.9307689986668528,1.0,0.635689377784729,0.6727462219906201,1,0.7325868807928125,0.8412660140395011,0.6484741025588092,0.7034067935809605,0.8412660140395011,0,1.003367900848389,1.0,0.7165800971904174,-0.0642957021405157,1,1.0,0,943.0,0.0045754420571029,0.0051808939315378,0.0365494899451732,0.0313685983419418,0.0069847982376813,0.0022086920216679,0.0159218125045299,0.0131858466193079,5.756040573120117,409.8515319824219,3.283383512496949,0
S15,window25,25,1,stress,2,3420.0,3480.0,1.0,0.0,0.0,0,0,0.0205729166666666,0,79,0,1.0,0.8205128205128205,1.0,0.7660256410256411,0.8412777566135777,1.0,0.3144818842411041,0.4090672225117248,1,0.7803062562736265,0.5774783459437166,0.5849175743479276,0.7706310077573357,0.7803062562736265,0,0.3460926115512848,0.3460926115512848,0.745979194034073,0.5603806737559558,1,1.0,0,916.0,0.0037056850269436,0.0058529283851385,0.0421590693295002,0.0363061428070068,0.0086303045973181,0.0017547802999615,0.0130034089088439,0.0108076315373182,5.604609489440918,71.92723083496094,3.283383512496949,0
S15,window26,26,1,stress,2,3480.0,3540.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,90,0,1.0,0.8089887640449438,1.0,0.6648525280898876,0.907126262405427,0.9683857560157776,0.4889057874679565,0.4976550286607608,1,0.6425376906097519,0.7464369069437362,0.6213929015676974,0.5284538803035571,0.7464369069437362,0,0.8093789219856262,0.8093789219856262,0.7147954921410431,0.102195711833158,1,1.0,0,911.0,0.0028575086034834,0.0048560369759798,0.0398660004138946,0.03500996530056,0.0074266251176595,0.0013724444434046,0.0109968613833189,0.0092910658568143,5.071414947509766,554.70068359375,3.283383512496949,0
S15,window27,27,1,stress,2,3540.0,3600.0,1.0,0.0,0.0,0,0,0.02109375,0,86,0,1.0,0.8352941176470589,1.0,0.6954044117647059,0.9299266667795304,1.0,0.4728647768497467,0.5752996352266806,1,0.5949388257680878,0.8400128317452192,0.6355028899500081,0.6393723864498433,0.8400128317452192,0,0.5619286894798279,0.5619286894798279,0.7569027781446999,0.3711412125091724,1,1.0,0,875.0,0.005788245704025,0.0070722205564379,0.0461954474449157,0.0391232259571552,0.0100194020196795,0.0025050826370716,0.0181435365229845,0.0149829052388668,5.626742839813232,226.1964111328125,3.283383512496949,0
S15,window28,28,1,stress,2,3600.0,3660.0,1.0,0.0,0.0,0,0,0.02109375,0,76,0,0.9866666666666668,0.8666666666666667,0.9866666666666668,0.7870833333333334,0.9113496696328536,1.0,0.4122811555862427,0.5362167795726941,1,0.5770099590476927,0.5674459629792274,0.5025061355298513,-0.0057317856422171,0.5770099590476927,0,0.3637776374816894,0.3637776374816894,0.7810271371416871,0.5713931132598573,1,1.0,0,941.0,0.0032304795458912,0.005533164832741,0.0400920137763023,0.0345588475465774,0.0086491918191313,0.0014477418735623,0.0124815329909324,0.0104214502498507,4.961016654968262,369.7169494628906,3.283383512496949,0
S15,window29,29,1,stress,2,3660.0,3720.0,1.0,0.0,0.0,0,0,0.021875,0,78,0,0.987012987012987,0.7272727272727273,0.987012987012987,0.7518262987012987,0.819833429018828,0.9755711257457732,0.8970428705215454,0.7024491922876498,1,0.5859659257471787,0.8308632060457276,0.7190853579201214,0.5066806127708483,0.8308632060457276,0,1.4569990634918213,1.0,0.6342617170173369,-0.135564445724434,1,1.0,0,931.0,0.0040165465325117,0.0058255223557353,0.0422712489962577,0.0364457257091999,0.0084760067984461,0.0019183829426765,0.0138225303962826,0.0111819757148623,5.638763427734375,143.51832580566406,3.283383512496949,0
S15,window30,30,1,stress,2,3720.0,3780.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,84,0,1.0,0.8192771084337349,1.0,0.7063253012048193,0.8953525171358164,1.0,0.5487613677978516,0.6227201667535175,1,-0.5389804388858207,0.4453310211554812,0.4184876411528025,-0.4256548656695564,0.4453310211554812,0,0.5928900241851807,0.5928900241851807,0.7370275960957208,0.326731237628894,1,1.0,0,909.0,0.0043050572276115,0.0060879955999553,0.0408282056450843,0.034740213304758,0.0088473120704293,0.0019215550273656,0.0155177759006619,0.0129689695313572,5.637781143188477,67.38943481445312,3.283383512496949,0
S15,window31,31,2,meditation,4,4740.0,4800.0,1.0,0.0,0.0,0,0,0.02109375,0,70,0,1.0,0.7971014492753623,1.0,0.855072463768116,0.7545789884426531,1.0,0.2938321530818939,0.3934340802501302,1,0.3210863747415022,0.4638656507781935,0.5423112038003429,0.6182181352624229,0.6182181352624229,0,0.4477130174636841,0.4477130174636841,0.7004429744965723,0.4300621644295879,1,1.0,0,863.0,0.002027534879744,0.0055199339985847,0.0421927906572818,0.0366728566586971,0.0092320935800671,0.0009325533173978,0.0070973341353237,0.0058541540056467,4.927814483642578,97.06356048583984,3.283383512496949,0
S15,window32,32,2,meditation,4,4800.0,4860.0,1.0,0.0,0.0,0,0,0.0260416666666666,0,69,0,1.0,0.8529411764705882,1.0,0.8635110294117647,0.9175430696471434,1.0,0.2045929282903671,0.2746221990620114,1,-0.5152944888210754,0.140775422709626,0.1117753232615237,-0.4817897973475761,0.140775422709626,0,0.1737022995948791,0.1737022995948791,0.7990691615228903,0.7615658207580831,1,1.0,0,961.0,0.0062856040894985,0.0058348262682557,0.0347158052027225,0.0288809798657894,0.0065950397402048,0.0034496542066335,0.0277403723448514,0.0225118156522512,6.257486820220947,139.6146697998047,3.283383512496949,0
S15,window33,33,2,meditation,4,4860.0,4920.0,1.0,0.0,0.0,0,0,0.0286458333333333,0,64,0,1.0,0.8095238095238095,1.0,0.9379960317460316,0.932200867561324,1.0,0.1333082467317581,0.2928608650338718,1,-0.0464403214029059,-0.123129943685597,-0.0882955215500422,-0.0758743314649954,-0.0464403214029059,0,0.1098596155643463,0.1098596155643463,0.7924838225214864,0.8160477441831275,1,1.0,0,903.0,0.0064259343780577,0.0058276103809475,0.0340308062732219,0.0282031949609518,0.0067942766472697,0.0032375864684581,0.0264074299484491,0.0219108182936906,6.169169902801514,107.86463165283205,3.283383512496949,0
S15,window34,34,2,meditation,4,4920.0,4980.0,1.0,0.0,0.0,0,0,0.0317708333333333,0,66,0,1.0,0.8307692307692308,1.0,0.908653846153846,0.9491379596687296,1.0,0.314661830663681,0.460656591974987,1,-0.3003628576459022,,-0.288866251395981,-0.361743863895525,-0.288866251395981,0,0.1838964074850082,0.1838964074850082,0.7986594394598104,0.7526188516629435,1,1.0,0,899.0,0.0062333196401596,0.0061297942884266,0.0333982408046722,0.0272684469819068,0.0071390373632311,0.0036027766764163,0.0245264675468206,0.020009521394968,6.140188694000244,125.98839569091795,3.283383512496949,0
S15,window35,35,2,meditation,4,4980.0,5040.0,1.0,0.0,0.0,0,0,0.0247395833333333,0,68,0,1.0,0.9402985074626866,1.0,0.882929104477612,0.958198472378518,1.0,0.2827598750591278,0.4200104220948411,1,-0.56730282990037,-0.4802942511501717,-0.0838276553414673,-0.6576792727253211,-0.0838276553414673,0,0.1862192749977111,0.1862192749977111,0.8449570171988589,0.7854198953357243,1,1.0,0,918.0,0.0050931721925735,0.0054325461387634,0.0313328504562377,0.0259003024548292,0.006247614044696,0.0030672471038997,0.0241425223648548,0.0199148170650005,6.153780937194824,231.38449096679688,3.283383512496949,0
S16,window1,1,0,baseline,1,120.0,180.0,1.0,0.0,0.0,0,0,0.0231770833333333,0,76,0,1.0,0.6133333333333333,1.0,0.7785416666666667,0.6203244054184505,1.0,0.8452070951461792,0.658676393955185,1,0.8070215764715851,0.7110232234319971,0.7504432412967948,0.7821714341248597,0.8070215764715851,0,1.4002147912979126,1.0,0.5314306549588684,-0.2109188986453873,1,1.0,0,901.0,0.0056867655366659,0.0063571673817932,0.0416434444487094,0.0352862775325775,0.008085548877716,0.0028779851272702,0.0241507869213819,0.0206011682748794,5.987125873565674,124.21273803710938,1.7327090740203859,0
S16,window2,2,0,baseline,1,180.0,240.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,65,0,1.0,0.875,1.0,0.931640625,0.9269585160751852,0.4174347221851349,0.4890643358230591,0.4559666492965086,1,0.6195901852665194,0.6606349308678099,0.6643957137501291,0.8438533265338863,0.8438533265338863,0,0.6434972286224365,0.6434972286224365,0.7637378319603119,0.1551010809426435,1,1.0,0,870.0,0.0060023460537195,0.0066843181848526,0.0412022173404693,0.0345178991556167,0.0087747061625123,0.0028657112270593,0.0217157192528247,0.0176610425114631,5.9348225593566895,25.901351928710938,1.7327090740203859,0
S16,window3,3,0,baseline,1,240.0,300.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,72,0,0.9859154929577464,0.7323943661971831,0.9859154929577464,0.8340669014084507,0.6367112646044707,0.8589507937431335,0.7975155711174011,0.5648775403856175,1,0.826739926096084,0.5791101055863958,0.7550305637301281,0.7967744158838952,0.826739926096084,0,1.0231863260269165,1.0,0.5811542244517637,-0.2091830769623947,1,1.0,0,875.0,0.0062759132124483,0.0066095599904656,0.0399085618555545,0.0332990027964115,0.0087164472788572,0.0026955725625157,0.0219188556075096,0.0188633501529693,5.909735679626465,88.39240264892578,1.7327090740203859,0
S16,window5,5,0,baseline,1,360.0,420.0,1.0,0.0,0.0,0,0,0.0213541666666666,0,69,0,1.0,0.75,1.0,0.8660386029411765,0.9039561376992432,0.4722875952720642,1.0597126483917236,0.6420010422094841,1,0.7878617902459979,0.8349241998537434,0.8154568886179219,0.6859352461559872,0.8349241998537434,0,1.5992838144302368,1.0,0.6711868413097729,-0.2309390667571731,1,1.0,0,873.0,0.0056108580902218,0.007227118127048,0.0443914011120796,0.037164282053709,0.0100734755396842,0.0023822411894798,0.019528891891241,0.0163710042834281,5.812427520751953,26.611194610595703,1.7327090740203859,0
S16,window6,6,0,baseline,1,420.0,480.0,1.0,0.0,0.0,0,0,0.021875,0,68,0,1.0,0.7014925373134329,1.0,0.886660447761194,0.8875789939267418,0.5635216236114502,0.7275274991989136,0.5966649296508598,1,0.8529193523453761,0.678031993875864,0.8223956888295049,0.8089236960742984,0.8529193523453761,0,1.1303503513336182,1.0,0.6468707131033956,-0.226777084421422,1,1.0,0,935.0,0.0050342916510999,0.0058596921153366,0.0386369638144969,0.0327772721648216,0.0075512062758207,0.0025604772381484,0.0196352358907461,0.0163935106247663,6.049899578094482,38.43393707275391,1.7327090740203859,0
S16,window7,7,0,baseline,1,480.0,540.0,1.0,0.0,0.0,0,0,0.02265625,0,78,0,0.987012987012987,0.5844155844155844,0.987012987012987,0.7741477272727273,0.7771260829956926,1.0,0.5033566951751709,0.4934861907243356,1,0.7506317528984302,0.7995119012259273,0.6015346271967634,0.6707494927093782,0.7995119012259273,0,0.6113864779472351,0.6113864779472351,0.6031680082728155,0.2056223155289607,1,1.0,0,954.0,0.006477846764028,0.0077659678645431,0.0467634461820125,0.0389974787831306,0.0104395477101206,0.0031755324453115,0.0246644057333469,0.0198185518383979,5.841636657714844,120.15667724609376,1.7327090740203859,0
S16,window9,9,0,baseline,1,600.0,660.0,1.0,0.0,0.0,0,0,0.0208333333333333,0,73,0,0.9722222222222222,0.5972222222222222,0.9722222222222222,0.8279079861111112,0.756098084773692,0.8947082757949829,0.5856326818466187,0.7180823345492444,1,0.7540394366948323,0.4692127220304916,0.8219912406903354,0.8590418233707114,0.8590418233707114,0,0.8253326416015625,0.8253326416015625,0.5776294946052847,-0.0390199403482827,1,1.0,0,988.0,0.0066514140926301,0.0068315253593027,0.0428445972502231,0.0360130704939365,0.0081807430833578,0.003662527538836,0.0299564413726329,0.0257863216102123,6.163427352905273,288.6993713378906,1.7327090740203859,0
S16,window10,10,0,baseline,1,660.0,720.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,62,0,1.0,0.8360655737704918,1.0,0.9633709016393442,0.7428508227606266,0.920034259557724,0.4248619079589844,0.6013548723293382,1,0.8469413370702366,0.3839959307781351,0.6996326801125249,0.3100009157782319,0.8469413370702366,0,0.5903170108795166,0.5903170108795166,0.6982497752484332,0.2762239318312185,1,1.0,0,894.0,0.005632922053337,0.0061796326190233,0.0397934317588806,0.0336137972772121,0.0081316204741597,0.0024591581895947,0.0207689702510833,0.0178402569144964,5.963171482086182,20.707109451293945,1.7327090740203859,0
S16,window11,11,0,baseline,1,720.0,780.0,1.0,0.0,0.0,0,0,0.0223958333333333,0,74,0,1.0,0.7534246575342466,1.0,0.8127140410958904,0.9375874061416324,1.0,0.5486459136009216,0.5820739968733716,1,0.7752089531129278,0.5533091749904591,0.7922706130397238,0.7256623300613116,0.7922706130397238,0,0.7629061341285706,0.7629061341285706,0.7063554714433312,0.1475181146671115,1,1.0,0,887.0,0.0062603787519037,0.0065513085573911,0.0420157983899116,0.0354644916951656,0.008176595903933,0.0031082229688763,0.0257399342954158,0.0221937708556652,6.060482025146484,39.8477668762207,1.7327090740203859,0
S16,window12,12,0,baseline,1,780.0,840.0,1.0,0.0,0.0,0,0,0.0221354166666666,0,74,0,1.0,0.726027397260274,1.0,0.8043664383561644,0.6061977463551991,0.8232824504375458,0.6685449481010437,0.583637311099531,1,0.7131201614185413,0.7831288184491781,0.6423356750841288,0.6479086049398021,0.7831288184491781,0,0.9185732007026672,0.9185732007026672,0.5804129627404025,-0.1433949323263987,1,1.0,0,912.0,0.0051965177990496,0.0061550708487629,0.0391064919531345,0.0329514220356941,0.0081358673050999,0.0025341659784317,0.0192151814699172,0.0165680833160877,5.981516361236572,28.193214416503903,1.7327090740203859,0
S16,window13,13,0,baseline,1,840.0,900.0,1.0,0.0,0.0,0,0,0.0216145833333333,0,72,0,1.0,0.6619718309859155,1.0,0.8261443661971831,0.8554545140152214,0.4829496294260025,0.7157549858093262,0.5403856175091193,1,0.8305696279225019,0.5553672258569802,0.8397184265593751,0.8442155519778183,0.8442155519778183,0,0.9991331100463868,0.9991331100463868,0.621511775594294,-0.2659405248903062,1,1.0,0,965.0,0.0056943297386169,0.0068575995974242,0.0430974438786506,0.0362398438155651,0.0088642016053199,0.0031547024846076,0.0218994971364736,0.0178303215652704,6.030162334442139,106.11136627197266,1.7327090740203859,0
